ID,Education,Group_Age,Marital_Status,Income,Income_Class,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,NumOfPurchases,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Accepted_Rate,num_children,total_Mnt,has_children,AcceptedCmp6,Age_Group,Frequency,Monetary,Income_Score,R,F,M,I,RFMI_SCORE,RFMI_score,RFMI_Segment
4066,Low Education,Adult,Single,21282.0,Lower,1,0,11-05-2014,76,1,5,8,4,8,20,2,2,1,2,6,0,0,5,0,0,0,0,0,46,0,1,46,1,0,Adult,7,46,1,2,1,1,1,2111,2111,Medium
8414,High Education,Old,Single,33419.0,Lower,0,1,17-08-2013,76,56,0,12,0,0,18,2,2,0,4,7,0,0,6,0,0,0,0,0,62,0,1,86,1,0,Old,8,86,2,2,2,2,2,2222,2222,Medium
819,Middle Education,Old,Single,63285.0,Middle,0,0,05-11-2013,84,508,124,249,50,38,134,1,6,5,13,3,0,0,24,0,0,0,0,0,79,0,0,1103,0,0,Old,25,1103,4,1,5,4,4,1544,1544,Low
4961,High Education,Adult,Together,21255.0,Lower,1,0,21-01-2014,56,29,0,25,2,2,3,4,2,1,4,4,0,0,7,0,0,0,0,0,50,0,1,61,1,0,Adult,11,61,1,3,2,2,1,3221,3221,High
749,Middle Education,Young,Together,42162.0,Middle,1,0,19-11-2013,31,46,7,59,2,4,27,2,3,1,3,6,1,0,7,0,0,0,0,1,43,2,1,145,1,1,Young,9,145,2,4,2,2,2,4222,4222,High
5430,Middle Education,Old,Together,54450.0,Middle,1,1,14-09-2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,19,0,0,0,0,0,68,0,2,684,1,0,Old,31,684,3,5,5,4,3,5543,5543,High
7755,High Education,Old,Married,57744.0,Middle,0,1,12-11-2013,91,350,3,39,0,0,19,2,9,1,4,8,0,0,14,0,0,0,0,0,70,0,1,411,1,0,Old,16,411,3,1,3,3,3,1333,1333,Low
10525,Middle Education,Young,Single,26576.0,Lower,1,0,13-10-2012,40,10,0,8,0,0,9,1,1,0,2,9,1,0,3,0,0,0,0,1,38,2,1,27,1,1,Young,4,27,1,3,1,1,1,3111,3111,High
1453,High Education,Old,Single,57513.0,Middle,0,0,06-07-2013,59,735,40,183,52,20,30,2,9,3,13,6,0,0,25,0,0,0,0,0,81,0,0,1060,0,0,Old,27,1060,3,2,5,4,3,2543,2543,Medium
8310,Middle Education,Adult,Together,68142.0,Middle,0,1,29-08-2012,96,897,126,196,91,112,37,3,10,4,7,6,0,0,21,0,0,0,0,0,60,0,1,1459,1,0,Adult,24,1459,4,1,5,5,4,1554,1554,Low
10710,Middle Education,Adult,Married,7500.0,Lower,0,1,29-08-2012,61,5,2,3,3,0,5,1,1,0,2,8,0,0,3,0,0,0,0,0,45,0,1,18,1,0,Adult,4,18,1,2,1,1,1,2111,2111,Medium
5031,Middle Education,Adult,Together,83145.0,Upper,0,0,22-09-2012,14,777,35,731,39,137,114,1,5,9,11,2,0,0,25,1,0,0,0,1,50,2,0,1833,0,1,Adult,26,1833,5,5,5,5,5,5555,5555,High
2613,High Education,Old,Married,54197.0,Middle,0,1,03-04-2014,16,162,6,37,6,13,13,2,1,3,6,1,0,0,10,0,0,0,0,0,64,0,1,237,1,0,Old,12,237,3,5,2,3,3,5233,5233,High
213,High Education,Old,Single,23091.0,Lower,1,1,28-05-2014,98,35,0,11,0,0,2,4,2,1,3,7,0,0,6,0,0,0,0,0,61,0,2,48,1,0,Old,10,48,1,1,2,1,1,1211,1211,Low
967,Middle Education,Adult,Married,46049.0,Middle,1,1,21-07-2013,11,342,9,112,19,14,19,10,5,2,9,7,0,0,16,0,0,0,0,1,48,1,2,515,1,1,Adult,26,515,3,5,5,3,3,5533,5533,High
1077,Middle Education,Adult,Together,56715.0,Middle,0,0,05-12-2012,52,258,105,239,237,172,9,1,7,3,4,4,0,0,14,0,0,0,0,0,50,0,0,1020,0,0,Adult,15,1020,3,3,3,4,3,3343,3343,High
7959,Middle Education,Old,Married,79410.0,Upper,0,0,29-05-2014,19,658,80,483,123,13,13,1,3,2,5,1,0,0,10,0,0,0,0,0,63,0,0,1370,0,0,Old,11,1370,5,5,2,5,5,5255,5255,High
640,Middle Education,Old,Married,57304.0,Middle,0,1,11-03-2013,61,356,80,329,138,17,106,2,7,6,10,5,0,0,23,0,0,0,0,0,73,0,1,1026,1,0,Old,25,1026,3,2,5,4,3,2543,2543,Medium
4252,Middle Education,Adult,Married,44375.0,Middle,0,1,23-03-2014,73,213,5,28,7,7,41,1,4,1,6,5,0,0,11,0,0,0,0,0,59,0,1,301,1,0,Adult,12,301,2,2,2,3,2,2232,2232,Medium
8432,Middle Education,Old,Together,54450.0,Middle,1,1,14-09-2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,19,0,0,0,0,0,68,0,2,684,1,0,Old,31,684,3,5,5,4,3,5543,5543,High
6218,Middle Education,Adult,Married,59594.0,Middle,0,1,20-10-2012,74,457,4,29,0,0,9,1,8,1,7,7,0,1,16,0,0,0,0,0,59,1,1,499,1,0,Adult,17,499,4,2,3,3,4,2334,2334,Medium
6905,Middle Education,Young,Together,80685.0,Upper,0,0,22-08-2012,55,241,45,604,34,26,54,1,6,4,10,2,0,0,20,0,0,0,0,0,30,0,0,1004,0,0,Young,21,1004,5,3,4,4,5,3445,3445,High
5922,High Education,Adult,Married,40344.0,Middle,0,1,13-10-2013,48,210,0,6,0,0,2,2,4,1,5,7,0,0,10,0,0,0,0,0,50,0,1,218,1,0,Adult,12,218,2,3,2,3,2,3232,3232,High
3598,Middle Education,Adult,Married,62710.0,Middle,0,1,23-05-2013,53,441,35,83,7,29,11,4,4,2,12,4,0,0,18,0,0,0,0,0,52,0,1,606,1,0,Adult,22,606,4,3,4,3,4,3434,3434,High
6116,Low Education,Adult,Married,48985.0,Middle,0,1,05-07-2013,13,19,13,18,10,7,8,1,1,1,3,3,0,0,5,0,0,0,0,0,56,0,1,75,1,0,Adult,6,75,3,5,1,2,3,5123,5123,High
6263,Middle Education,Adult,Together,35322.0,Lower,1,2,22-08-2012,34,28,9,37,12,7,13,3,2,0,4,8,0,0,6,0,0,0,0,0,56,0,3,106,1,0,Adult,9,106,2,4,2,2,2,4222,4222,High
10486,Middle Education,Old,Married,77142.0,Upper,0,0,29-05-2013,54,476,75,162,29,151,97,1,4,4,8,2,0,0,16,0,0,0,0,0,76,0,0,990,0,0,Old,17,990,5,3,3,4,5,3345,3345,High
2410,Middle Education,Adult,Single,81657.0,Upper,0,0,22-01-2014,69,364,40,425,158,60,50,1,3,4,8,1,0,0,15,0,0,0,0,0,55,0,0,1097,0,0,Adult,16,1097,5,2,3,4,5,2345,2345,Medium
193,Low Education,Young,Married,14421.0,Lower,0,0,17-02-2014,81,0,0,2,3,3,8,1,1,0,2,5,1,0,3,0,0,0,0,0,28,1,0,16,0,0,Young,4,16,1,1,1,1,1,1111,1111,Low
3363,Low Education,Adult,Married,20130.0,Lower,0,0,17-03-2014,99,0,6,3,7,6,12,1,1,0,3,8,0,0,4,0,0,0,0,0,50,0,0,34,0,0,Adult,5,34,1,1,1,1,1,1111,1111,Low
8278,High Education,Young,Married,74214.0,Upper,0,0,26-08-2012,3,863,83,547,86,99,33,1,8,2,5,5,0,0,15,0,0,0,0,0,34,0,0,1711,0,0,Young,16,1711,5,5,3,5,5,5355,5355,High
10660,High Education,Old,Married,66726.0,Middle,1,1,12-01-2014,61,349,7,35,0,0,47,3,8,2,4,7,0,1,14,0,0,0,0,0,67,1,2,438,1,0,Old,17,438,4,2,3,3,4,2334,2334,Medium
8686,Low Education,Adult,Together,23724.0,Lower,1,0,08-01-2013,65,5,23,15,0,18,14,2,2,0,3,8,0,0,5,0,0,0,0,0,45,0,1,75,1,0,Adult,7,75,1,2,1,2,1,2121,2121,Medium
1604,High Education,Old,Married,47353.0,Middle,0,1,13-11-2013,93,184,2,19,8,8,4,3,2,2,6,5,0,0,10,0,0,0,0,0,64,0,1,225,1,0,Old,13,225,3,1,3,3,3,1333,1333,Low
5907,High Education,Old,Married,33444.0,Lower,1,1,03-11-2012,24,8,0,8,0,0,2,1,1,0,2,8,0,0,3,0,0,0,0,0,72,0,2,18,1,0,Old,4,18,2,4,1,1,2,4112,4112,High
10669,Middle Education,Young,Married,54386.0,Middle,0,1,17-05-2013,8,277,21,64,62,21,25,2,3,2,10,3,0,0,15,0,0,0,0,0,43,0,1,470,1,0,Young,17,470,3,5,3,3,3,5333,5333,High
2918,Middle Education,Young,Single,28510.0,Lower,1,1,13-04-2013,72,44,5,19,0,4,19,3,2,0,4,5,0,0,6,0,0,0,0,0,43,0,2,91,1,0,Young,9,91,1,2,2,2,1,2221,2221,Medium
5735,High Education,Young,Single,90638.0,Upper,0,0,13-02-2014,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,17,1,0,0,0,0,33,1,0,2525,0,0,Young,18,2525,5,4,4,5,5,4455,4455,High
359,Middle Education,Old,Together,48070.0,Middle,0,1,13-01-2013,33,373,14,83,6,9,19,3,8,2,6,7,0,0,16,0,0,0,1,0,74,0,1,504,1,0,Old,19,504,3,4,4,3,3,4433,4433,High
8387,Middle Education,Old,Married,43140.0,Middle,0,1,05-01-2013,68,134,8,76,6,0,11,1,4,1,5,6,0,0,10,0,0,0,0,0,67,0,1,235,1,0,Old,11,235,2,2,2,3,2,2232,2232,Medium
1829,High Education,Old,Single,54959.0,Middle,0,1,19-01-2013,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,18,0,0,0,0,1,63,2,1,1232,1,1,Old,21,1232,3,3,4,5,3,3453,3453,High
3839,Low Education,Old,Single,15056.0,Lower,1,1,03-05-2013,76,6,12,3,21,6,40,5,2,2,3,5,0,0,7,0,0,0,0,0,66,0,2,88,1,0,Old,12,88,1,2,2,2,1,2221,2221,Medium
9392,Middle Education,Adult,Single,26954.0,Lower,1,0,08-05-2014,17,4,1,11,0,0,1,1,1,0,2,7,0,0,3,0,0,0,0,0,53,0,1,17,1,0,Adult,4,17,1,5,1,1,1,5111,5111,High
2292,Middle Education,Young,Single,22327.0,Lower,1,0,02-08-2013,94,5,4,8,2,0,5,1,1,0,3,5,0,0,4,0,0,0,0,0,39,0,1,24,1,0,Young,5,24,1,1,1,1,1,1111,1111,Low
10466,Middle Education,Adult,Married,44393.0,Middle,1,1,22-08-2013,86,24,2,20,2,2,10,2,1,0,4,4,0,0,5,0,0,0,0,0,59,0,2,60,1,0,Adult,7,60,2,1,1,2,2,1122,1122,Low
9855,High Education,Old,Single,62000.0,Middle,0,1,25-08-2013,25,899,0,101,0,0,20,1,6,6,13,4,0,0,25,0,1,0,0,0,72,1,1,1020,1,0,Old,26,1020,4,4,5,4,4,4544,4544,High
4088,High Education,Old,Together,31497.0,Lower,0,1,06-12-2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,8,0,0,0,0,0,62,0,1,155,1,0,Old,10,155,1,4,2,2,1,4221,4221,High
5231,Low Education,Adult,Married,45894.0,Middle,0,2,27-02-2014,15,27,2,7,0,2,13,1,1,0,3,5,0,0,4,0,0,0,0,0,50,0,2,51,1,0,Adult,5,51,3,5,1,1,3,5113,5113,High
590,High Education,Adult,Single,78579.0,Upper,0,0,22-12-2012,35,816,66,549,216,66,99,1,5,6,4,3,0,0,15,0,0,0,0,1,54,1,0,1812,0,1,Adult,16,1812,5,4,3,5,5,4355,4355,High
8732,High Education,Adult,Single,67369.0,Middle,0,1,17-11-2012,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,21,1,0,0,0,1,55,3,1,1461,1,1,Adult,25,1461,4,1,5,5,4,1554,1554,Low
2315,Middle Education,Old,Single,58401.0,Middle,0,1,20-04-2014,55,10,0,11,17,29,29,1,1,2,2,4,0,0,5,0,0,0,0,0,64,0,1,96,1,0,Old,6,96,4,3,1,2,4,3124,3124,High
3515,Middle Education,Old,Single,62307.0,Middle,0,1,17-02-2014,94,87,13,34,10,6,10,1,4,0,4,5,0,0,8,0,0,0,0,0,72,0,1,160,1,0,Old,9,160,4,1,2,2,4,1224,1224,Low
2245,High Education,Adult,Married,43641.0,Middle,1,1,22-04-2013,50,57,2,51,4,2,23,3,2,1,4,6,0,0,7,0,0,0,0,0,55,0,2,139,1,0,Adult,10,139,2,3,2,2,2,3222,3222,High
6283,High Education,Adult,Single,63841.0,Middle,0,1,21-04-2013,64,635,15,100,20,7,131,1,9,3,9,6,0,0,21,0,0,0,0,0,56,0,1,908,1,0,Adult,22,908,4,2,4,4,4,2444,2444,Medium
2246,Low Education,Adult,Married,46891.0,Middle,0,1,01-09-2013,91,43,12,23,29,15,61,1,2,1,4,4,0,0,7,0,0,0,0,0,59,0,1,183,1,0,Adult,8,183,3,1,2,2,3,1223,1223,Low
6606,High Education,Adult,Married,70091.0,Upper,1,0,31-03-2013,11,964,34,137,15,0,11,2,5,2,10,8,0,1,17,0,0,0,0,0,55,1,1,1161,1,0,Adult,19,1161,4,5,4,4,4,5444,5444,High
5545,High Education,Adult,Married,78075.0,Upper,0,0,05-04-2014,72,572,8,259,34,35,80,1,3,5,5,1,0,0,13,0,0,0,0,0,52,0,0,988,0,0,Adult,14,988,5,2,3,4,5,2345,2345,Medium
7342,Low Education,Old,Single,59184.0,Middle,0,1,09-09-2012,6,341,142,113,259,151,66,3,6,6,12,5,0,0,24,0,0,0,0,0,63,0,1,1072,1,0,Old,27,1072,4,5,5,4,4,5544,5544,High
837,Middle Education,Adult,Married,54809.0,Middle,1,1,11-09-2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,8,0,0,0,0,0,47,0,2,174,1,0,Adult,12,174,3,5,2,2,3,5223,5223,High
9500,Middle Education,Old,Married,58113.0,Middle,0,1,25-01-2013,66,221,104,169,102,78,84,3,9,2,8,7,0,0,19,0,0,0,1,0,65,0,1,758,1,0,Old,22,758,3,2,4,4,3,2443,2443,Medium
3602,High Education,Old,Married,51412.0,Middle,0,1,31-12-2013,42,140,3,29,4,5,14,2,3,2,4,4,0,0,9,0,0,0,0,0,66,0,1,195,1,0,Old,11,195,3,3,2,2,3,3223,3223,High
234,Middle Education,Adult,Single,15287.0,Lower,1,0,10-10-2012,60,1,2,8,4,3,13,2,1,1,2,7,1,0,4,0,0,0,0,1,45,2,1,31,1,1,Adult,6,31,1,2,1,1,1,2111,2111,Medium
2995,High Education,Old,Together,66636.0,Middle,0,0,17-08-2013,64,291,10,689,84,10,0,1,3,4,9,1,0,0,16,0,0,0,0,0,67,0,0,1084,0,0,Old,17,1084,4,2,3,4,4,2344,2344,Medium
1118,High Education,Old,Married,50965.0,Middle,0,1,20-02-2013,87,544,13,85,8,6,29,3,10,4,5,8,1,0,19,0,0,0,0,0,68,1,1,685,1,0,Old,22,685,3,1,4,4,3,1443,1443,Low
7789,High Education,Adult,Married,84618.0,Upper,0,0,22-11-2013,96,684,100,801,21,66,0,1,6,9,10,2,0,0,25,1,0,0,0,0,59,1,0,1672,0,0,Adult,26,1672,5,1,5,5,5,1555,1555,Low
3068,Middle Education,Young,Married,18351.0,Lower,0,0,29-10-2013,1,1,12,9,0,14,7,1,2,0,3,7,0,0,5,0,0,0,0,0,34,0,0,43,0,0,Young,6,43,1,5,1,1,1,5111,5111,High
8955,High Education,Old,Together,40451.0,Middle,0,2,16-02-2014,54,35,0,4,0,0,10,1,1,1,2,5,1,0,4,0,0,0,0,0,67,1,2,49,1,0,Old,5,49,2,3,1,1,2,3112,3112,High
945,Middle Education,Adult,Together,36317.0,Middle,0,1,22-05-2013,53,87,3,25,3,2,13,2,3,0,4,7,0,0,7,0,0,0,0,0,59,0,1,133,1,0,Adult,9,133,2,3,2,2,2,3222,3222,High
5644,Middle Education,Old,Together,42213.0,Middle,0,1,12-10-2013,96,309,3,24,4,3,20,2,5,1,7,7,0,1,13,0,0,0,0,0,67,1,1,363,1,0,Old,15,363,2,1,3,3,2,1332,1332,Low
7192,Middle Education,Old,Together,65748.0,Middle,0,1,15-04-2013,58,172,73,93,95,78,34,2,2,4,10,1,0,0,16,0,0,0,1,0,69,0,1,545,1,0,Old,18,545,4,3,4,3,4,3434,3434,High
2324,Middle Education,Adult,Together,77044.0,Upper,0,1,27-10-2013,12,625,38,242,50,34,76,2,7,11,11,4,1,0,29,0,0,0,0,0,52,1,1,1065,1,0,Adult,31,1065,5,5,5,4,5,5545,5545,High
697,Middle Education,Adult,Together,74918.0,Upper,0,0,12-03-2013,78,972,59,913,25,19,59,1,5,9,6,3,0,0,20,1,0,0,0,0,55,1,0,2047,0,0,Adult,21,2047,5,2,4,5,5,2455,2455,Medium
3439,Middle Education,Adult,Married,56721.0,Middle,1,1,31-10-2012,64,157,6,39,6,13,75,5,4,1,5,6,0,0,10,0,0,0,0,0,52,0,2,296,1,0,Adult,15,296,3,2,3,3,3,2333,2333,Medium
1506,Middle Education,Adult,Single,42160.0,Middle,1,1,28-06-2013,26,48,9,45,3,15,20,4,2,1,4,6,0,0,7,0,0,0,0,1,49,1,2,140,1,1,Adult,11,140,2,4,2,2,2,4222,4222,High
232,Middle Education,Adult,Single,61559.0,Middle,0,1,17-07-2013,8,279,83,88,32,14,34,1,4,2,10,3,0,0,16,0,0,0,0,0,59,0,1,530,1,0,Adult,17,530,4,5,3,3,4,5334,5334,High
8876,High Education,Old,Together,33629.0,Lower,1,1,08-08-2012,49,132,0,16,0,0,4,5,3,1,4,9,0,0,8,0,0,0,0,0,61,0,2,152,1,0,Old,13,152,2,3,3,2,2,3322,3322,High
4500,High Education,Young,Together,68682.0,Upper,0,0,06-10-2013,56,919,0,505,99,30,45,1,4,9,10,2,0,0,23,0,0,0,0,0,33,0,0,1598,0,0,Young,24,1598,4,3,5,5,4,3554,3554,High
9739,Middle Education,Old,Single,34377.0,Lower,0,1,19-01-2013,55,62,0,22,3,1,26,2,2,2,2,7,0,0,6,0,0,0,0,0,61,0,1,114,1,0,Old,8,114,2,3,2,2,2,3222,3222,High
10395,Low Education,Young,Single,8940.0,Lower,1,0,22-08-2012,25,1,45,3,4,6,42,3,3,1,3,8,0,0,7,0,0,0,0,0,38,0,1,101,1,0,Young,10,101,1,4,2,2,1,4221,4221,High
1176,Middle Education,Adult,Married,26228.0,Lower,1,0,22-09-2013,50,2,6,4,3,1,9,1,1,0,2,8,0,0,3,0,0,0,0,0,51,0,1,25,1,0,Adult,4,25,1,3,1,1,1,3111,3111,High
1627,Low Education,Old,Single,77297.0,Upper,0,0,26-01-2013,84,408,61,109,48,122,41,1,5,7,9,4,0,0,21,0,1,0,0,0,67,1,0,789,0,0,Old,22,789,5,1,4,4,5,1445,1445,Low
938,Middle Education,Young,Married,40211.0,Middle,1,1,30-07-2013,30,51,1,7,2,1,25,2,2,1,2,8,1,0,5,0,0,0,0,0,43,1,2,87,1,0,Young,7,87,2,4,1,2,2,4122,4122,High
2740,High Education,Old,Single,33438.0,Lower,1,1,22-09-2013,81,62,1,16,3,2,6,4,2,1,4,5,0,0,7,0,0,0,0,0,66,0,2,90,1,0,Old,11,90,2,1,2,2,2,1222,1222,Low
257,High Education,Old,Married,75032.0,Upper,0,1,28-04-2013,74,952,12,180,47,12,12,2,5,4,9,3,0,0,18,0,0,0,0,0,65,0,1,1215,1,0,Old,20,1215,5,2,4,5,5,2455,2455,Medium
4058,High Education,Old,Single,61284.0,Middle,0,0,12-10-2013,76,618,15,106,20,7,45,1,11,2,8,6,0,1,21,0,0,0,0,0,69,1,0,811,0,0,Old,22,811,4,2,4,4,4,2444,2444,Medium
7736,Middle Education,Young,Married,22518.0,Lower,1,0,22-10-2012,36,11,7,12,2,2,27,2,2,1,2,5,1,0,5,0,0,0,0,1,38,2,1,61,1,1,Young,7,61,1,4,1,2,1,4121,4121,High
8210,High Education,Adult,Married,54730.0,Middle,0,1,15-08-2013,64,318,3,17,4,7,56,5,4,1,8,4,0,0,13,0,0,0,0,0,49,0,1,405,1,0,Adult,18,405,3,2,4,3,3,2433,2433,Medium
833,High Education,Old,Married,38452.0,Middle,1,1,30-03-2014,62,56,0,14,0,0,2,3,3,0,3,7,0,0,6,0,0,0,0,0,69,0,2,72,1,0,Old,9,72,2,2,2,2,2,2222,2222,Medium
6230,Middle Education,Adult,Single,44421.0,Middle,1,1,15-02-2013,53,110,5,59,7,1,7,5,5,0,4,8,0,0,9,0,0,0,0,0,53,0,2,189,1,0,Adult,14,189,2,3,3,2,2,3322,3322,High
7325,High Education,Young,Together,38197.0,Middle,1,0,29-06-2013,86,23,0,11,2,1,3,1,1,0,3,5,0,0,4,0,0,0,0,0,38,0,1,40,1,0,Young,5,40,2,1,1,1,2,1112,1112,Low
1307,Middle Education,Adult,Single,41986.0,Middle,0,1,09-02-2014,15,27,5,8,8,3,12,3,3,0,4,4,0,0,7,0,0,0,0,0,46,0,1,63,1,0,Adult,10,63,2,5,2,2,2,5222,5222,High
1502,Middle Education,Young,Together,28427.0,Lower,1,0,21-03-2013,67,18,3,19,3,3,6,2,2,0,3,8,0,0,5,0,0,0,0,0,41,0,1,52,1,0,Young,7,52,1,2,1,1,1,2111,2111,Medium
6211,High Education,Adult,Together,37395.0,Middle,1,0,02-05-2014,47,18,0,9,0,1,11,1,1,0,3,6,0,0,4,0,0,0,0,0,48,0,1,39,1,0,Adult,5,39,2,3,1,1,2,3112,3112,High
843,Middle Education,Adult,Married,64722.0,Middle,1,0,26-05-2014,47,303,0,280,60,147,15,4,8,2,11,6,0,0,21,0,0,0,0,0,53,0,1,805,1,0,Adult,25,805,4,3,5,4,4,3544,3544,High
4174,High Education,Old,Together,55249.0,Middle,0,1,17-04-2014,81,97,1,19,2,0,11,1,2,1,4,3,0,0,7,0,0,0,0,0,68,0,1,130,1,0,Old,8,130,3,1,2,2,3,1223,1223,Low
9757,Middle Education,Adult,Together,84906.0,Upper,0,0,04-10-2013,98,997,15,414,99,30,76,1,5,6,12,2,0,1,23,1,0,1,0,0,52,3,0,1631,0,0,Adult,24,1631,5,1,5,5,5,1555,1555,Low
6918,Middle Education,Young,Married,28691.0,Lower,1,0,04-07-2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,4,0,0,0,0,0,35,0,1,34,1,0,Young,5,34,1,3,1,1,1,3111,3111,High
286,Middle Education,Old,Single,44213.0,Middle,1,1,29-11-2013,48,95,11,35,0,4,7,4,2,1,5,6,0,0,8,0,0,0,0,0,72,0,2,152,1,0,Old,12,152,2,3,2,2,2,3222,3222,High
11086,Low Education,Young,Single,25707.0,Lower,1,0,18-01-2014,18,1,6,2,3,6,3,1,1,0,3,7,0,0,4,0,0,0,0,0,40,0,1,21,1,0,Young,5,21,1,5,1,1,1,5111,5111,High
1921,High Education,Adult,Married,59062.0,Middle,2,1,03-10-2013,74,46,1,12,3,0,9,2,2,0,3,4,0,0,5,0,0,0,0,0,57,0,3,71,1,0,Adult,7,71,4,2,1,2,4,2124,2124,Medium
4138,Middle Education,Old,Single,76624.0,Upper,0,1,24-05-2014,68,411,106,147,54,115,66,1,5,10,7,1,1,0,22,0,0,0,0,0,62,1,1,899,1,0,Old,23,899,5,2,5,4,5,2545,2545,Medium
7718,High Education,Old,Together,66000.0,Middle,0,0,20-04-2014,36,244,51,270,101,0,45,1,1,3,5,1,0,0,9,0,0,0,0,0,77,0,0,711,0,0,Old,10,711,4,4,2,4,4,4244,4244,High
1291,High Education,Adult,Together,27683.0,Lower,1,0,04-08-2012,90,152,9,121,12,12,45,4,6,2,4,8,0,0,12,0,0,0,0,0,46,0,1,351,1,0,Adult,16,351,1,1,3,3,1,1331,1331,Low
4136,Low Education,Young,Single,7500.0,Lower,1,0,03-12-2012,63,10,17,18,8,26,40,4,3,2,2,9,0,0,7,0,0,0,0,0,32,0,1,119,1,0,Young,11,119,1,2,2,2,1,2221,2221,Medium
803,Middle Education,Adult,Together,40521.0,Middle,1,1,05-04-2013,82,12,0,5,0,0,4,1,0,1,2,5,0,0,3,0,0,0,0,0,56,0,2,21,1,0,Adult,4,21,2,1,1,1,2,1112,1112,Low
4298,High Education,Adult,Together,20427.0,Lower,1,0,24-03-2014,63,5,0,4,0,0,1,1,1,0,2,8,0,0,3,0,0,0,0,0,51,0,1,10,1,0,Adult,4,10,1,2,1,1,1,2111,2111,Medium
10833,Middle Education,Adult,Married,65106.0,Middle,0,1,24-05-2014,55,790,19,133,12,0,19,3,8,3,13,6,0,1,24,0,0,0,0,0,49,1,1,973,1,0,Adult,27,973,4,3,5,4,4,3544,3544,High
9606,High Education,Adult,Married,69969.0,Upper,0,0,27-08-2013,64,882,29,514,38,29,44,1,4,2,6,3,0,0,12,1,1,0,0,1,59,3,0,1536,0,1,Adult,13,1536,4,2,3,5,4,2354,2354,Medium
8534,Middle Education,Old,Married,67433.0,Middle,0,2,16-07-2013,51,615,28,259,12,48,30,4,6,5,13,4,0,1,24,0,0,0,0,0,72,1,2,992,1,0,Old,28,992,4,3,5,4,4,3544,3544,High
5153,High Education,Adult,Married,77766.0,Upper,0,1,22-02-2013,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,32,0,0,0,0,1,57,2,1,1529,1,1,Adult,34,1529,5,1,5,5,5,1555,1555,Low
961,Middle Education,Adult,Married,74716.0,Upper,0,1,12-09-2013,92,133,27,421,13,195,71,2,7,3,5,4,0,0,15,0,0,0,0,0,52,0,1,860,1,0,Adult,17,860,5,1,3,4,5,1345,1345,Low
5011,Middle Education,Old,Single,68118.0,Middle,0,1,18-10-2013,51,595,23,123,10,23,154,2,8,9,4,6,0,0,21,0,0,0,0,0,61,0,1,928,1,0,Old,23,928,4,3,5,4,4,3544,3544,High
6653,High Education,Adult,Married,55158.0,Middle,1,1,30-07-2012,72,293,0,87,4,11,23,4,7,2,5,7,0,0,14,0,0,0,0,1,54,1,2,418,1,1,Adult,18,418,3,2,4,3,3,2433,2433,Medium
9094,Low Education,Old,Married,62972.0,Middle,0,1,03-08-2012,39,313,15,47,20,0,192,2,7,4,3,6,0,0,14,0,0,0,0,1,69,1,1,587,1,1,Old,16,587,4,4,3,3,4,4334,4334,High
810,Middle Education,Adult,Married,74190.0,Upper,0,1,12-05-2014,49,151,81,86,168,91,64,2,4,2,11,2,0,0,17,0,0,0,0,0,49,0,1,641,1,0,Adult,19,641,5,3,4,4,5,3445,3445,High
5493,Middle Education,Adult,Married,39356.0,Middle,1,1,19-03-2014,21,15,0,2,0,0,6,1,1,0,2,6,1,0,3,0,0,0,0,0,48,1,2,23,1,0,Adult,4,23,2,4,1,1,2,4112,4112,High
2147,Middle Education,Adult,Together,76653.0,Upper,0,0,16-08-2013,91,736,63,946,219,189,126,1,4,7,11,2,0,0,22,1,1,0,0,0,55,2,0,2279,0,0,Adult,23,2279,5,1,5,5,5,1555,1555,Low
5107,High Education,Adult,Single,35860.0,Middle,1,1,19-05-2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,4,0,0,0,0,0,51,1,2,49,1,0,Adult,6,49,2,4,1,1,2,4112,4112,High
3979,High Education,Young,Single,90687.0,Upper,0,0,22-05-2013,98,982,17,672,23,34,51,1,6,2,8,2,0,0,16,1,0,0,0,1,41,2,0,1779,0,1,Young,17,1779,5,1,3,5,5,1355,1355,Low
6049,High Education,Young,Together,73450.0,Upper,0,0,05-12-2013,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,26,0,1,0,0,0,42,2,0,1804,0,0,Young,27,1804,5,1,5,5,5,1555,1555,Low
8147,Middle Education,Old,Married,31454.0,Lower,1,1,06-07-2013,40,28,0,11,0,0,9,3,2,0,3,8,0,0,5,0,0,0,0,0,64,0,2,48,1,0,Old,8,48,1,3,2,1,1,3211,3211,High
